OBJECTID,BIKEFACID,BIKETYPE,BIKE_NAME,STREETNAME,IMPLEMENT,PILOT_PERM,ONE_SIDE,DIRECTION,INSTYR,PROT_TYPE,TRIPLE_A,ADDDATE,MODDATE,SDATE,SOURCE,SACC,Shape__Length
582,BIKEFAC3531,Suggested Bike Route on Local Road,,Willow St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,575.6084278
583,BIKEFAC3532,Suggested Bike Route on Local Road,,Willow St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,47.36774535
584,BIKEFAC3533,Suggested Bike Route on Local Road,,Gladstone St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,117.2217516
585,BIKEFAC3534,Suggested Bike Route on Main Road,,St Margarets Bay Rd,,,,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,7277.453413
586,BIKEFAC3535,Suggested Bike Route on Main Road,,Waverley Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,13552.63496
587,BIKEFAC3536,,,,,,,,,,,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,16.57737471
588,BIKEFAC3537,Suggested Bike Route on Main Road,,Prospect Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,45880.57631
589,BIKEFAC3538,,,,,,,,,,,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,18.83832548
590,BIKEFAC3539,Suggested Bike Route on Main Road,,Fall River Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,955.6492727
591,BIKEFAC3540,Suggested Bike Route on Main Road,,Peggys Cove Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,35349.69276
592,BIKEFAC3541,Suggested Bike Route on Main Road,,Hebridean Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1100.293246
593,BIKEFAC3542,Suggested Bike Route on Main Road,,Purcells Cove Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1950.215092
594,BIKEFAC3543,Suggested Bike Route on Main Road,,Main St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,515.1942239
595,BIKEFAC3544,Suggested Bike Route on Main Road,,Larry Uteck Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,3791.068863
596,BIKEFAC3545,Suggested Bike Route on Main Road,,Lakeside Park Dr,,,,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,484.1170168
597,BIKEFAC3546,Suggested Bike Route on Main Road,,Lakeside Park Dr,,,,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,75.00821438
598,BIKEFAC3547,Suggested Bike Route on Main Road,,Trollope St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,421.8285291
599,BIKEFAC3548,Suggested Bike Route on Main Road,,Lockview Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,939.5101447
600,BIKEFAC3549,Suggested Bike Route on Main Road,,Bayers Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,308.8869336
601,BIKEFAC3550,Suggested Bike Route on Main Road,,Hammonds Plains Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,604.4660179
602,BIKEFAC3551,Suggested Bike Route on Main Road,,St Margarets Bay Rd,,,,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1436.237312
603,BIKEFAC3632,Suggested Bike Route on Main Road,,Leiblin Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,2751.92571
604,BIKEFAC3633,Suggested Bike Route on Main Road,,Rockingstone Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,450.6527709
605,BIKEFAC3634,Suggested Bike Route on Main Road,,Herring Cove Rd,,,,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,5360.723274
606,BIKEFAC3635,Suggested Bike Route on Main Road,,Terminal Rd,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,2583.301634
607,BIKEFAC3636,Suggested Bike Route on Main Road,,Terminal Rd,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,150.5927744
608,BIKEFAC3637,Suggested Bike Route on Main Road,,Hollis St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,346.2899601
609,BIKEFAC3638,Suggested Bike Route on Main Road,,Barrington St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,474.7750722
610,BIKEFAC3639,Suggested Bike Route on Main Road,,Hollis St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,50.93686705
611,BIKEFAC3640,Suggested Bike Route on Main Road,,Inglis St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,748.3449358
612,BIKEFAC3641,Suggested Bike Route on Main Road,,Inglis St,,,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,856.480276
613,BIKEFAC3642,Suggested Bike Route on Main Road,,Glendale Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,2257.918748
614,BIKEFAC3643,Suggested Bike Route on Main Road,,Cobequid Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,952.428562
615,BIKEFAC3644,Painted Bike Lane,Hammonds Plains Rd Painted Bike Lanes,Hammonds Plains Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,532.196965
616,BIKEFAC3645,Suggested Bike Route on Main Road,,Lady Hammond Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,205.5701164
617,BIKEFAC3646,Suggested Bike Route on Main Road,,Lady Hammond Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,190.6760128
618,BIKEFAC3647,Suggested Bike Route on Main Road,,Lady Hammond Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,795.0106921
619,BIKEFAC3648,Paved Shoulders,,Ketch Harbour Rd,Full Implementation,Permanent,Not Applicable,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,20867.60461
620,BIKEFAC3649,Suggested Bike Route on Main Road,,Lady Hammond Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,873.0492849
621,BIKEFAC3572,Suggested Bike Route on Main Road,,Windgate Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,6506.64104
622,BIKEFAC3573,Suggested Bike Route on Main Road,,Bluewater Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,2369.175231
623,BIKEFAC3574,Suggested Bike Route on Main Road,,Windsor Junction Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,2632.793947
624,BIKEFAC3575,Suggested Bike Route on Main Road,,Main St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,36.98314338
625,BIKEFAC3576,Suggested Bike Route on Local Road,,Chaswood Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1242.964135
626,BIKEFAC3577,Suggested Bike Route on Local Road,,Chaswood Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,447.8343839
627,BIKEFAC3578,Suggested Bike Route on Local Road,,Bellbrook Cr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1119.15033
628,BIKEFAC3579,Suggested Bike Route on Local Road,,Havenbrrok Hill,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,320.5365254
629,BIKEFAC3580,Suggested Bike Route on Local Road,,Edgewater Cl,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,345.303233
630,BIKEFAC3581,Suggested Bike Route on Local Road,,Waterside Tr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,262.913984
631,BIKEFAC3582,Suggested Bike Route on Local Road,,Dorthea Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1424.721003
632,BIKEFAC3583,Suggested Bike Route on Local Road,,Lucien Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1383.163802
633,BIKEFAC3584,Suggested Bike Route on Local Road,,Lakecrest Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,866.730881
634,BIKEFAC3585,Suggested Bike Route on Local Road,,Athorpe Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1269.894817
635,BIKEFAC3586,Suggested Bike Route on Main Road,,Gordon Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,144.6270369
636,BIKEFAC3587,Suggested Bike Route on Main Road,,Main St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,213.6432248
637,BIKEFAC3588,Suggested Bike Route on Local Road,,Oakwood Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,457.2633921
638,BIKEFAC3589,Suggested Bike Route on Local Road,,Athorpe Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,83.58685391
639,BIKEFAC3590,Suggested Bike Route on Local Road,,Bowser St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,268.5679469
640,BIKEFAC3591,Suggested Bike Route on Local Road,,Oakwood Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,209.2753216
641,BIKEFAC3592,Suggested Bike Route on Local Road,,Prince Arthur Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,291.8425916
642,BIKEFAC3593,Suggested Bike Route on Local Road,,Prince Arthur Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1003.365119
643,BIKEFAC3594,Suggested Bike Route on Local Road,,Research Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,784.7511822
644,BIKEFAC3595,Suggested Bike Route on Local Road,,Fenwick St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,399.7537427
645,BIKEFAC3596,Suggested Bike Route on Local Road,,Neptune Cr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,684.2733527
646,BIKEFAC3597,Suggested Bike Route on Local Road,,Harris Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,295.8523545
647,BIKEFAC3598,Multi-use Pathway,Mount Hope Greenway,Atlantic St,Full Implementation,Permanent,South Side,Bidirectional,,Raised grade separation from roadway,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,900.2719753
648,BIKEFAC3599,Suggested Bike Route on Local Road,,Prince Arthur Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,292.8111437
649,BIKEFAC3600,Suggested Bike Route on Local Road,,Acadia St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,947.7486921
650,BIKEFAC3601,Multi-use Pathway,Dartmouth Harbourfront Greenway,,Full Implementation,Permanent,Not Applicable,Bidirectional,,Designated cycling path off-street,Yes,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,51.25397338
651,BIKEFAC3602,Suggested Bike Route on Local Road,,Harris Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,903.2375594
652,BIKEFAC3603,Suggested Bike Route on Local Road,,Somerset St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,629.173647
653,BIKEFAC3604,Suggested Bike Route on Local Road,,Jean St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,206.3787275
654,BIKEFAC3605,Suggested Bike Route on Local Road,,Penhorn Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,123.8046721
655,BIKEFAC3606,Suggested Bike Route on Local Road,,Harris Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,545.0830869
656,BIKEFAC3607,Suggested Bike Route on Local Road,,Penhorn Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,126.3863452
657,BIKEFAC3608,Suggested Bike Route on Local Road,,Penhorn Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,160.0225785
658,BIKEFAC3609,Suggested Bike Route on Local Road,,Celtic Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1067.881578
659,BIKEFAC3610,Suggested Bike Route on Local Road,,Oathill Cr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,201.267183
660,BIKEFAC3611,Suggested Bike Route on Local Road,,Peddars Way,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,678.4830262
661,BIKEFAC3612,Suggested Bike Route on Local Road,,Manor Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,126.0038049
662,BIKEFAC3613,Suggested Bike Route on Main Road,Pleasant St,,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,399.7415151
663,BIKEFAC3614,Suggested Bike Route on Local Road,,Dingle Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,62.56617273
664,BIKEFAC3615,Suggested Bike Route on Main Road,,Ketch Harbour Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1313.870626
665,BIKEFAC3616,Paved Shoulders,,Old Sambro Rd,Full Implementation,Permanent,Not Applicable,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,20880.88771
666,BIKEFAC3617,Suggested Bike Route on Main Road,,Dutch Village Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,856.8653867
667,BIKEFAC3618,Suggested Bike Route on Main Road,,Lacewood Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,308.7913005
668,BIKEFAC3619,Suggested Bike Route on Main Road,,Bayers Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,221.8225639
669,BIKEFAC3620,Suggested Bike Route on Main Road,,Herring Cove Rd,,,,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,108.9213517
670,BIKEFAC3621,Suggested Bike Route on Main Road,,St Margarets Bay Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,2253.321493
671,BIKEFAC3622,Suggested Bike Route on Main Road,,Herring Cove Rd,,,,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,79.84470072
672,BIKEFAC3623,Suggested Bike Route on Main Road,,Herring Cove Rd,,,,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,302.2663949
673,BIKEFAC3624,Suggested Bike Route on Main Road,,Herring Cove Rd,,,,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,110.6957569
674,BIKEFAC3625,Suggested Bike Route on Main Road,,Herring Cove Rd,,,,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1850.129321
675,BIKEFAC3626,Suggested Bike Route on Main Road,,Herring Cove Rd,,,,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1126.279102
676,BIKEFAC3627,Suggested Bike Route on Main Road,,Williams Lake Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,635.2204676
677,BIKEFAC3628,Suggested Bike Route on Main Road,,Herring Cove Rd,,,,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,850.0127016
678,BIKEFAC3629,Suggested Bike Route on Main Road,,Old Sambro Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1272.913955
679,BIKEFAC3630,Suggested Bike Route on Main Road,,Herring Cove Rd,,,,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,754.0374069
680,BIKEFAC3631,Suggested Bike Route on Main Road,,Sussex St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,859.246236
681,BIKEFAC3698,Suggested Bike Route on Main Road,,Upper Water St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1326.577058
682,BIKEFAC3699,Painted Bike Lane,North Park Street Painted Bike Lanes,North Park St,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,160.1339495
683,BIKEFAC3700,Painted Bike Lane,North Park Street Painted Bike Lanes,North Park St,Full Implementation,Permanent,Not Applicable,Bidirectional,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,161.2819564
684,BIKEFAC3701,Suggested Bike Route on Main Road,,Agricola St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,595.8903453
685,BIKEFAC3702,Suggested Bike Route on Main Road,,Cornwallis St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,368.811045
686,BIKEFAC3703,Suggested Bike Route on Main Road,,Cornwallis St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,108.4739976
687,BIKEFAC3704,Suggested Bike Route on Main Road,,Cornwallis St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,160.9217713
688,BIKEFAC3705,Suggested Bike Route on Main Road,,Agricola St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,229.1613964
689,BIKEFAC3706,Suggested Bike Route on Main Road,,North St,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,130.8810297
690,BIKEFAC3707,Suggested Bike Route on Main Road,,Ilsley Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,112.7399911
691,BIKEFAC3708,Painted Bike Lane,,Ilsley Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,86.00499244
692,BIKEFAC3709,Suggested Bike Route on Main Road,,Commodore Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,729.7267987
693,BIKEFAC3710,Suggested Bike Route on Main Road,,Commodore Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,324.9054784
694,BIKEFAC3711,Suggested Bike Route on Main Road,,Highfield Park Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1693.033901
695,BIKEFAC3712,Suggested Bike Route on Main Road,,John Savage Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,206.3044313
696,BIKEFAC3713,Suggested Bike Route on Main Road,,Commodore Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,2530.114285
697,BIKEFAC3714,Suggested Bike Route on Main Road,,Ilsley Ave,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,902.4168086
698,BIKEFAC3715,Suggested Bike Route on Main Road,,Highfield Park Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,101.9939183
699,BIKEFAC3716,Suggested Bike Route on Main Road,,Boland Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,429.5946543
700,BIKEFAC3717,Suggested Bike Route on Main Road,,Boland Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,241.8193318
701,BIKEFAC3718,Suggested Bike Route on Main Road,,Albro Lake Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,369.3807265
702,BIKEFAC3719,Suggested Bike Route on Main Road,,Albro Lake Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,311.9976026
703,BIKEFAC3720,Suggested Bike Route on Main Road,,Albro Lake Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,118.3477973
704,BIKEFAC3721,Suggested Bike Route on Main Road,,Albro Lake Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,338.2843084
705,BIKEFAC3722,Suggested Bike Route on Main Road,,Albro Lake Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,599.9008355
706,BIKEFAC3723,Suggested Bike Route on Main Road,,Albro Lake Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,347.5626392
707,BIKEFAC3724,Suggested Bike Route on Main Road,,Sea King Dr,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,672.1240691
708,BIKEFAC3725,Suggested Bike Route on Main Road,,Albro Lake Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,157.1610515
709,BIKEFAC3726,Suggested Bike Route on Main Road,,Windmill Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,46.89015342
710,BIKEFAC3727,Suggested Bike Route on Main Road,,Windmill Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,4050.759099
711,BIKEFAC3728,Suggested Bike Route on Main Road,,Windmill Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,1058.866139
712,BIKEFAC3729,Suggested Bike Route on Main Road,,Windmill Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,655.9539134
713,BIKEFAC3730,Suggested Bike Route on Main Road,,Wyse Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,955.0389897
714,BIKEFAC3731,Suggested Bike Route on Main Road,,Wyse Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,30.95780837
715,BIKEFAC3732,Suggested Bike Route on Main Road,,Wyse Rd,,,,,,None,No,2019-04-29T16:59:47.000Z,2019-04-29T16:59:47.000Z,,TRAFFIC,Interactive,390.3422722
